Issues	Relationship	Link Issues
HADOOP-15288	is caused by	HADOOP-15274
HADOOP-15282	is broken by	HADOOP-15235
HADOOP-15281	is depended upon by	HADOOP-10007
HADOOP-15281	is depended upon by	HADOOP-15788
HADOOP-15281	is depended upon by	HADOOP-15620
HADOOP-15281	is duplicated by	HADOOP-15577
HADOOP-15281	is duplicated by	HADOOP-16047
HADOOP-15281	is related to	HADOOP-13622
HADOOP-15281	is required by	HADOOP-10007
HADOOP-15280	is broken by	HADOOP-12897
HADOOP-15276	is caused by	HADOOP-15090
HADOOP-15273	is depended upon by	HADOOP-14831
HADOOP-15273	is related to	HADOOP-16536
HADOOP-15272	is related to	SOLR-11763
HADOOP-15264	is broken by	HADOOP-15040
HADOOP-15263	is depended upon by	HADOOP-15220
HADOOP-15262	is related to	HADOOP-15868
HADOOP-15261	is depended upon by	HADOOP-9991
HADOOP-15261	is related to	SPARK-31130
HADOOP-15255	is cloned by	HADOOP-15266
HADOOP-15232	is related to	HADOOP-14832
HADOOP-15230	is related to	HADOOP-12538
HADOOP-15230	is related to	HADOOP-14300
HADOOP-15230	is related to	HADOOP-11237
HADOOP-15229	is depended upon by	HADOOP-15963
HADOOP-15229	is depended upon by	HADOOP-15364
HADOOP-15229	is depended upon by	HADOOP-15964
HADOOP-15229	is depended upon by	MAPREDUCE-7182
HADOOP-15229	is related to	HADOOP-11867
HADOOP-15229	is related to	HADOOP-15949
HADOOP-15229	is related to	HDFS-14111
HADOOP-15229	is related to	HADOOP-18287
HADOOP-15229	is required by	HADOOP-15625
HADOOP-15226	is depended upon by	HADOOP-15220
HADOOP-15218	is related to	HADOOP-9991
HADOOP-15216	is related to	SPARK-23308
HADOOP-15214	is caused by	HADOOP-14705
HADOOP-15212	is required by	HDFS-13112
HADOOP-15211	is fixed by	HADOOP-18117
HADOOP-15209	is related to	HADOOP-15292
HADOOP-15209	is related to	HADOOP-15281
HADOOP-15208	is duplicated by	HADOOP-15209
HADOOP-15202	is related to	HDFS-13060
HADOOP-15200	is broken by	HADOOP-14267
HADOOP-15193	is related to	HADOOP-13936
HADOOP-15191	is related to	HADOOP-13936
HADOOP-15191	is related to	HADOOP-15208
HADOOP-15189	is related to	HADOOP-15039
HADOOP-15183	is depended upon by	HADOOP-14936
HADOOP-15183	is depended upon by	HADOOP-15492
HADOOP-15183	is related to	HADOOP-16380
HADOOP-15183	is related to	HADOOP-15621
HADOOP-15183	is related to	HADOOP-16430
HADOOP-15183	is related to	HADOOP-17869
HADOOP-15178	is required by	HADOOP-14959
HADOOP-15176	is depended upon by	HADOOP-15183
HADOOP-15176	is related to	HADOOP-15525
HADOOP-15176	is related to	HADOOP-13278
HADOOP-15171	is related to	HIVE-18452
HADOOP-15166	is related to	YARN-7747
HADOOP-15161	is duplicated by	HADOOP-14975
HADOOP-15153	is duplicated by	HADOOP-15279
HADOOP-15153	is related to	HADOOP-15251
HADOOP-15146	is depended upon by	HADOOP-15148
HADOOP-15143	is related to	HADOOP-15378
HADOOP-15141	is related to	HADOOP-15176
HADOOP-15141	is related to	HADOOP-15671
HADOOP-15128	is broken by	HADOOP-10054
HADOOP-15125	is related to	HDFS-13992
HADOOP-15124	is related to	HADOOP-13065
HADOOP-15118	is related to	HADOOP-13952
HADOOP-15107	is related to	HADOOP-15782
HADOOP-15107	is related to	HADOOP-15890
HADOOP-15106	is related to	HADOOP-15117
HADOOP-15093	is related to	TEZ-3874
HADOOP-15091	is broken by	HADOOP-14324
HADOOP-15091	is related to	HADOOP-14762
HADOOP-15086	is depended upon by	HADOOP-15156
HADOOP-15075	is related to	HADOOP-11717
HADOOP-15072	is depended upon by	HADOOP-9991
HADOOP-15071	is related to	SPARK-22526
HADOOP-15068	is related to	HIVE-16708
HADOOP-15067	is broken by	HADOOP-14960
HADOOP-15067	is related to	HBASE-19238
HADOOP-15059	is broken by	HADOOP-12563
HADOOP-15059	is related to	HDFS-12920
HADOOP-15058	is broken by	HADOOP-14835
HADOOP-15056	is broken by	HADOOP-15012
HADOOP-15056	is duplicated by	HDFS-12815
HADOOP-15055	is related to	HADOOP-14475
HADOOP-15054	is depended upon by	HADOOP-9991
HADOOP-15051	is related to	HADOOP-7844
HADOOP-15051	is related to	HBASE-19289
HADOOP-15045	is broken by	YARN-4849
HADOOP-15042	is related to	HADOOP-14552
HADOOP-15041	is related to	HADOOP-15100
HADOOP-15040	is related to	HADOOP-15642
HADOOP-15039	is related to	HADOOP-14999
HADOOP-15039	is related to	HADOOP-15027
HADOOP-15038	is depended upon by	HADOOP-12876
HADOOP-15038	is related to	HADOOP-14098
HADOOP-15035	is depended upon by	HADOOP-14936
HADOOP-15033	is related to	HADOOP-11660
HADOOP-15033	is related to	HADOOP-10674
HADOOP-15033	is related to	HADOOP-11123
HADOOP-15032	is related to	HADOOP-10768
HADOOP-15031	is broken by	HDFS-7878
HADOOP-15029	is duplicated by	HADOOP-15024
HADOOP-15027	is related to	HADOOP-15868
HADOOP-15021	is duplicated by	HADOOP-9324
HADOOP-15020	is duplicated by	MAPREDUCE-6363
HADOOP-15018	is broken by	HADOOP-14816
HADOOP-15016	is related to	HDFS-14403
HADOOP-15012	is depended upon by	HADOOP-14872
HADOOP-15006	is blocked by	HADOOP-15606
HADOOP-15005	is related to	HDFS-12529
HADOOP-15005	is related to	HADOOP-15007
HADOOP-14999	is related to	HADOOP-15607
HADOOP-14999	is related to	HADOOP-15868
HADOOP-14997	is duplicated by	HADOOP-14452
HADOOP-14995	is required by	MAPREDUCE-7009
HADOOP-14992	is duplicated by	HADOOP-13386
HADOOP-14990	is duplicated by	YARN-7409
HADOOP-14988	is blocked by	HADOOP-14591
HADOOP-14986	is related to	HADOOP-15133
HADOOP-14979	is related to	HADOOP-16270
HADOOP-14977	is related to	YETUS-564
HADOOP-14974	is broken by	HADOOP-14954
HADOOP-14974	is duplicated by	HADOOP-14954
HADOOP-14973	is related to	HADOOP-14988
HADOOP-14971	is duplicated by	HADOOP-15003
HADOOP-14970	is depended upon by	HADOOP-15509
HADOOP-14966	is related to	HADOOP-12749
HADOOP-14965	is related to	HADOOP-13203
HADOOP-14964	is related to	HADOOP-15080
HADOOP-14964	is related to	HADOOP-12756
HADOOP-14964	is related to	HADOOP-13377
HADOOP-14964	is related to	LEGAL-349
HADOOP-14960	is related to	HDFS-15176
HADOOP-14960	is related to	HBASE-19238
HADOOP-14958	is broken by	HADOOP-11252
HADOOP-14957	is related to	HADOOP-10101
HADOOP-14951	is related to	HADOOP-15381
HADOOP-14946	is broken by	HADOOP-14759
HADOOP-14945	is depended upon by	HADOOP-14816
HADOOP-14943	is depended upon by	HADOOP-15132
HADOOP-14943	is related to	HADOOP-12878
HADOOP-14943	is related to	HADOOP-15000
HADOOP-14943	is related to	HADOOP-15320
HADOOP-14939	is related to	HDFS-10467
HADOOP-14936	is blocked by	HADOOP-16380
HADOOP-14936	is blocked by	HADOOP-16207
HADOOP-14936	is blocked by	HADOOP-15999
HADOOP-14936	is blocked by	HADOOP-16187
HADOOP-14936	is blocked by	HADOOP-16490
HADOOP-14936	is blocked by	HADOOP-16501
HADOOP-14936	is blocked by	HADOOP-16278
HADOOP-14932	is depended upon by	HADOOP-14178
HADOOP-14930	is depended upon by	HADOOP-9991
HADOOP-14930	is depended upon by	DRILL-7135
HADOOP-14930	is related to	KNOX-1516
HADOOP-14929	is blocked by	HADOOP-14910
HADOOP-14927	is duplicated by	HADOOP-15752
HADOOP-14927	is related to	HADOOP-15444
HADOOP-14927	is related to	HADOOP-16328
HADOOP-14922	is duplicated by	HADOOP-11505
HADOOP-14921	is related to	HADOOP-9902
HADOOP-14920	is cloned by	HDFS-12600
HADOOP-14919	is broken by	HADOOP-13270
HADOOP-14918	is depended upon by	HADOOP-14734
HADOOP-14918	is related to	HADOOP-14068
HADOOP-14918	is related to	HADOOP-16175
HADOOP-14918	is related to	HADOOP-15301
HADOOP-14918	is related to	HADOOP-15636
HADOOP-14912	is broken by	HADOOP-14033
HADOOP-14910	is cloned by	HBASE-18891
HADOOP-14903	is related to	HADOOP-14799
HADOOP-14902	is broken by	HADOOP-10328
HADOOP-14901	is related to	HDFS-12064
HADOOP-14890	is depended upon by	HADOOP-9991
HADOOP-14890	is related to	HADOOP-15040
HADOOP-14887	is related to	HADOOP-13714
HADOOP-14879	is broken by	HADOOP-14771
HADOOP-14873	is duplicated by	YARN-7208
HADOOP-14868	is broken by	HADOOP-14654
HADOOP-14862	is related to	HADOOP-13028
HADOOP-14855	is duplicated by	HADOOP-9085
HADOOP-14851	is depended upon by	HADOOP-13271
HADOOP-14851	is related to	HADOOP-14220
HADOOP-14842	is broken by	HADOOP-14474
HADOOP-14840	is related to	HADOOP-14991
HADOOP-14837	is related to	HADOOP-16259
HADOOP-14837	is related to	HADOOP-12020
HADOOP-14835	is related to	HADOOP-14848
HADOOP-14833	is related to	HADOOP-15747
HADOOP-14833	is related to	HADOOP-14439
HADOOP-14829	is related to	SPARK-28092
HADOOP-14827	is depended upon by	HDFS-12323
HADOOP-14826	is duplicated by	HADOOP-13630
HADOOP-14825	is depended upon by	HADOOP-14831
HADOOP-14824	is depended upon by	HADOOP-9991
HADOOP-14822	is broken by	YARN-5410
HADOOP-14821	is cloned by	HADOOP-15138
HADOOP-14821	is duplicated by	HADOOP-15138
HADOOP-14818	is duplicated by	HDFS-12717
HADOOP-14817	is broken by	HADOOP-14671
HADOOP-14816	is depended upon by	HADOOP-14961
HADOOP-14816	is depended upon by	HADOOP-11123
HADOOP-14816	is duplicated by	HADOOP-14961
HADOOP-14816	is duplicated by	HADOOP-14480
HADOOP-14816	is related to	HADOOP-16053
HADOOP-14816	is related to	HADOOP-16054
HADOOP-14814	is broken by	HADOOP-14104
HADOOP-14813	is related to	CXF-7830
HADOOP-14809	is depended upon by	HADOOP-13998
HADOOP-14809	is related to	HADOOP-14823
HADOOP-14808	is related to	HADOOP-6520
HADOOP-14808	is related to	HADOOP-9392
HADOOP-14790	is duplicated by	HADOOP-14719
HADOOP-14788	is duplicated by	HADOOP-14789
HADOOP-14785	is related to	HADOOP-14398
HADOOP-14779	is required by	HADOOP-14705
HADOOP-14777	is depended upon by	HADOOP-13998
HADOOP-14775	is blocked by	HADOOP-13514
HADOOP-14775	is depended upon by	HADOOP-9991
HADOOP-14773	is depended upon by	YARN-6900
HADOOP-14773	is related to	HADOOP-14741
HADOOP-14771	is related to	YARN-29
HADOOP-14766	is related to	HADOOP-14767
HADOOP-14765	is related to	HADOOP-14747
HADOOP-14765	is related to	HADOOP-14748
HADOOP-14765	is related to	HBASE-9393
HADOOP-14765	is related to	HDFS-7694
HADOOP-14760	is broken by	HADOOP-13827
HADOOP-14759	is depended upon by	HADOOP-14936
HADOOP-14754	is broken by	HADOOP-14183
HADOOP-14752	is broken by	HDFS-11786
HADOOP-14749	is depended upon by	HADOOP-13998
HADOOP-14748	is related to	HADOOP-14872
HADOOP-14747	is related to	HADOOP-14748
HADOOP-14747	is related to	HADOOP-14872
HADOOP-14747	is related to	HADOOP-12805
HADOOP-14746	is duplicated by	HADOOP-14738
HADOOP-14741	is depended upon by	HDFS-10631
HADOOP-14741	is depended upon by	YARN-6840
HADOOP-14741	is depended upon by	YARN-6900
HADOOP-14741	is related to	HADOOP-15093
HADOOP-14738	is duplicated by	HADOOP-14529
HADOOP-14735	is depended upon by	HADOOP-13998
HADOOP-14733	is depended upon by	HADOOP-13998
HADOOP-14730	is broken by	HDFS-6984
HADOOP-14729	is depended upon by	HADOOP-16045
HADOOP-14729	is related to	MAPREDUCE-6945
HADOOP-14729	is related to	HADOOP-14803
HADOOP-14728	is broken by	HADOOP-13119
HADOOP-14727	is broken by	HADOOP-14216
HADOOP-14724	is related to	MAPREDUCE-6674
HADOOP-14724	is related to	YARN-4950
HADOOP-14723	is broken by	HADOOP-14135
HADOOP-14723	is depended upon by	HADOOP-14507
HADOOP-14723	is depended upon by	HADOOP-14556
HADOOP-14722	is depended upon by	HADOOP-14535
HADOOP-14715	is broken by	HADOOP-14642
HADOOP-14713	is related to	HDFS-12526
HADOOP-14713	is related to	MAPREDUCE-6964
HADOOP-14713	is related to	MAPREDUCE-6965
HADOOP-14713	is related to	MAPREDUCE-6966
HADOOP-14713	is related to	MAPREDUCE-6967
HADOOP-14713	is related to	HDFS-12243
HADOOP-14713	is related to	HDFS-12538
HADOOP-14708	is duplicated by	HDFS-12236
HADOOP-14707	is related to	HADOOP-15691
HADOOP-14706	is depended upon by	YARN-6873
HADOOP-14706	is depended upon by	YARN-6916
HADOOP-14705	is depended upon by	HDFS-10899
HADOOP-14704	is duplicated by	HADOOP-10949
HADOOP-14702	is broken by	HADOOP-11495
HADOOP-14698	is blocked by	HADOOP-14752
HADOOP-14698	is related to	HADOOP-18023
HADOOP-14696	is depended upon by	HADOOP-14553
HADOOP-14696	is depended upon by	HADOOP-14724
HADOOP-14696	is related to	HADOOP-17107
HADOOP-14694	is blocked by	HADOOP-8690
HADOOP-14693	is blocked by	HADOOP-14729
HADOOP-14693	is related to	HADOOP-17316
HADOOP-14693	is related to	HADOOP-18126
HADOOP-14692	is depended upon by	HADOOP-9991
HADOOP-14688	is required by	HDFS-10899
HADOOP-14683	is broken by	HADOOP-12209
HADOOP-14683	is related to	HIVE-17133
HADOOP-14680	is depended upon by	HADOOP-14535
HADOOP-14680	is related to	HADOOP-14552
HADOOP-14672	is related to	HDFS-12221
HADOOP-14671	is blocked by	YETUS-544
HADOOP-14670	is depended upon by	HADOOP-14667
HADOOP-14669	is related to	HADOOP-14713
HADOOP-14667	is depended upon by	HADOOP-14724
HADOOP-14667	is duplicated by	HADOOP-14956
HADOOP-14667	is related to	INFRA-14755
HADOOP-14667	is related to	YETUS-534
HADOOP-14667	is related to	INFRA-14627
HADOOP-14662	is depended upon by	HADOOP-14660
HADOOP-14662	is depended upon by	HADOOP-9991
HADOOP-14660	is related to	HADOOP-14709
HADOOP-14649	is blocked by	HADOOP-14787
HADOOP-14649	is related to	HADOOP-12756
HADOOP-14649	is related to	HADOOP-13377
HADOOP-14638	is depended upon by	HADOOP-14539
HADOOP-14637	is related to	HADOOP-14669
HADOOP-14634	is related to	HADOOP-9342
HADOOP-14633	is depended upon by	HADOOP-13998
HADOOP-14631	is depended upon by	HADOOP-15788
HADOOP-14631	is related to	HADOOP-14567
HADOOP-14630	is depended upon by	HADOOP-16829
HADOOP-14630	is related to	DRILL-5733
HADOOP-14629	is related to	HADOOP-14643
HADOOP-14627	is duplicated by	HADOOP-14438
HADOOP-14620	is depended upon by	HADOOP-14831
HADOOP-14616	is broken by	HADOOP-14479
HADOOP-14610	is related to	HADOOP-14520
HADOOP-14608	is broken by	HADOOP-13597
HADOOP-14606	is duplicated by	HADOOP-14736
HADOOP-14606	is related to	HADOOP-14736
HADOOP-14603	is related to	BEAM-2790
HADOOP-14600	is duplicated by	HADOOP-11935
HADOOP-14600	is related to	HADOOP-15128
HADOOP-14598	is broken by	HADOOP-14383
HADOOP-14598	is depended upon by	HADOOP-14552
HADOOP-14598	is related to	SPARK-12868
HADOOP-14598	is related to	SPARK-25694
HADOOP-14597	is related to	HADOOP-16647
HADOOP-14596	is related to	HADOOP-14890
HADOOP-14594	is related to	HADOOP-15079
HADOOP-14589	is broken by	HADOOP-14283
HADOOP-14587	is related to	HADOOP-14289
HADOOP-14587	is related to	HADOOP-14539
HADOOP-14586	is depended upon by	SOLR-11261
HADOOP-14581	is depended upon by	HADOOP-14552
HADOOP-14576	is blocked by	HADOOP-13761
HADOOP-14576	is depended upon by	HADOOP-14936
HADOOP-14573	is broken by	HADOOP-14296
HADOOP-14568	is related to	HADOOP-14637
HADOOP-14567	is depended upon by	HADOOP-15788
HADOOP-14565	is related to	HADOOP-14579
HADOOP-14560	is depended upon by	HADOOP-14347
HADOOP-14559	is required by	HADOOP-14469
HADOOP-14558	is duplicated by	HADOOP-10768
HADOOP-14556	is blocked by	HADOOP-14833
HADOOP-14556	is depended upon by	HIVE-16913
HADOOP-14556	is related to	HADOOP-15862
HADOOP-14556	is related to	HADOOP-15921
HADOOP-14556	is related to	HADOOP-16164
HADOOP-14556	is related to	HADOOP-13276
HADOOP-14556	is related to	HADOOP-15650
HADOOP-14556	is related to	HADOOP-16079
HADOOP-14556	is related to	HADOOP-16068
HADOOP-14556	is related to	HADOOP-12770
HADOOP-14556	is related to	HBASE-20774
HADOOP-14556	is related to	HADOOP-16658
HADOOP-14556	is related to	HDFS-14060
HADOOP-14556	is related to	MAPREDUCE-7154
HADOOP-14553	is depended upon by	HADOOP-14870
HADOOP-14551	is related to	HADOOP-13873
HADOOP-14551	is related to	HADOOP-14564
HADOOP-14549	is cloned by	HADOOP-14587
HADOOP-14549	is related to	HADOOP-14296
HADOOP-14547	is depended upon by	HADOOP-14552
HADOOP-14544	is depended upon by	HADOOP-15788
HADOOP-14543	is broken by	HDFS-11403
HADOOP-14540	is related to	MAPREDUCE-5944
HADOOP-14539	is blocked by	HADOOP-14542
HADOOP-14539	is duplicated by	HADOOP-12342
HADOOP-14538	is broken by	HADOOP-14395
HADOOP-14538	is duplicated by	HADOOP-14622
HADOOP-14536	is depended upon by	HADOOP-9991
HADOOP-14536	is depended upon by	HADOOP-14552
HADOOP-14535	is depended upon by	HADOOP-14552
HADOOP-14531	is depended upon by	HADOOP-13271
HADOOP-14531	is depended upon by	HADOOP-14831
HADOOP-14531	is depended upon by	HADOOP-14825
HADOOP-14531	is duplicated by	HADOOP-14590
HADOOP-14531	is related to	HADOOP-15076
HADOOP-14526	is related to	HDFS-11976
HADOOP-14525	is depended upon by	HIVE-16889
HADOOP-14523	is related to	HADOOP-14524
HADOOP-14520	is depended upon by	HADOOP-14552
HADOOP-14518	is depended upon by	HADOOP-14552
HADOOP-14516	is cloned by	HADOOP-14536
HADOOP-14511	is broken by	HDFS-11861
HADOOP-14511	is related to	HADOOP-12579
HADOOP-14508	is broken by	MAPREDUCE-4651
HADOOP-14507	is broken by	HADOOP-14135
HADOOP-14507	is depended upon by	HADOOP-14614
HADOOP-14507	is related to	HADOOP-14821
HADOOP-14507	is related to	HADOOP-13972
HADOOP-14506	is related to	HADOOP-13221
HADOOP-14505	is depended upon by	HADOOP-13998
HADOOP-14503	is required by	HDFS-11789
HADOOP-14501	is broken by	HADOOP-14216
HADOOP-14500	is broken by	HADOOP-14478
HADOOP-14497	is duplicated by	HADOOP-14496
HADOOP-14494	is broken by	HADOOP-14180
HADOOP-14492	is related to	HADOOP-14502
HADOOP-14490	is blocked by	HADOOP-14536
HADOOP-14490	is depended upon by	HADOOP-9991
HADOOP-14490	is duplicated by	HADOOP-14516
HADOOP-14488	is depended upon by	HADOOP-13998
HADOOP-14488	is duplicated by	HADOOP-14509
HADOOP-14487	is depended upon by	HADOOP-13998
HADOOP-14486	is broken by	HADOOP-14430
HADOOP-14484	is depended upon by	HADOOP-13998
HADOOP-14480	is related to	HADOOP-14474
HADOOP-14479	is related to	HDFS-11066
HADOOP-14478	is depended upon by	HADOOP-14552
HADOOP-14478	is related to	HADOOP-14473
HADOOP-14478	is related to	HADOOP-14552
HADOOP-14477	is duplicated by	HDFS-11931
HADOOP-14475	is depended upon by	HADOOP-14972
HADOOP-14475	is depended upon by	HADOOP-13204
HADOOP-14475	is duplicated by	HADOOP-14973
HADOOP-14475	is related to	HADOOP-14973
HADOOP-14474	is duplicated by	YETUS-515
HADOOP-14471	is depended upon by	HADOOP-9991
HADOOP-14471	is related to	TEZ-3888
HADOOP-14468	is related to	HADOOP-16279
HADOOP-14467	is related to	HADOOP-14468
HADOOP-14466	is broken by	HADOOP-14180
HADOOP-14463	is related to	HADOOP-12954
HADOOP-14461	is depended upon by	HADOOP-14552
HADOOP-14458	is broken by	HADOOP-14180
HADOOP-14457	is depended upon by	HADOOP-13998
HADOOP-14457	is duplicated by	HADOOP-14484
HADOOP-14457	is related to	HADOOP-14630
HADOOP-14456	is related to	HDFS-11901
HADOOP-14451	is related to	HADOOP-7824
HADOOP-14448	is depended upon by	HADOOP-13998
HADOOP-14447	is related to	HADOOP-13026
HADOOP-14446	is related to	HADOOP-7851
HADOOP-14445	is duplicated by	HADOOP-14134
HADOOP-14445	is duplicated by	HADOOP-14441
HADOOP-14444	is related to	HADOOP-5732
HADOOP-14443	is depended upon by	HADOOP-14552
HADOOP-14440	is duplicated by	HADOOP-14035
HADOOP-14439	is broken by	HADOOP-3733
HADOOP-14434	is broken by	HADOOP-9437
HADOOP-14434	is related to	HADOOP-12550
HADOOP-14433	is duplicated by	HADOOP-14489
HADOOP-14433	is related to	HADOOP-14489
HADOOP-14432	is depended upon by	HADOOP-13345
HADOOP-14432	is depended upon by	HADOOP-14766
HADOOP-14432	is duplicated by	HADOOP-13143
HADOOP-14429	is required by	HADOOP-14469
HADOOP-14429	is required by	HADOOP-14559
HADOOP-14428	is broken by	HADOOP-14255
HADOOP-14426	is duplicated by	HADOOP-14330
HADOOP-14425	is related to	HADOOP-13454
HADOOP-14425	is related to	HADOOP-15779
HADOOP-14420	is depended upon by	HADOOP-9991
HADOOP-14420	is related to	HADOOP-14419
HADOOP-14419	is depended upon by	HADOOP-9991
HADOOP-14417	is related to	HDFS-11816
HADOOP-14414	is depended upon by	HADOOP-9991
HADOOP-14414	is related to	HADOOP-14401
HADOOP-14412	is broken by	YARN-4002
HADOOP-14409	is related to	YARN-6457
HADOOP-14408	is related to	HADOOP-12975
HADOOP-14402	is duplicated by	HDFS-12263
HADOOP-14402	is related to	HDFS-12251
HADOOP-14402	is related to	HDFS-12263
HADOOP-14401	is depended upon by	HADOOP-9991
HADOOP-14401	is duplicated by	HADOOP-9189
HADOOP-14400	is depended upon by	HADOOP-17202
HADOOP-14399	is broken by	HADOOP-14216
HADOOP-14397	is related to	MAPREDUCE-7184
HADOOP-14394	is related to	MAPREDUCE-7184
HADOOP-14394	is related to	HDFS-11651
HADOOP-14391	is duplicated by	HADOOP-15201
HADOOP-14387	is broken by	HADOOP-14216
HADOOP-14386	is related to	YARN-6564
HADOOP-14386	is related to	HADOOP-14380
HADOOP-14382	is related to	HADOOP-14891
HADOOP-14381	is duplicated by	HADOOP-13786
HADOOP-14381	is related to	HADOOP-14303
HADOOP-14380	is related to	YARN-6564
HADOOP-14380	is related to	HADOOP-14382
HADOOP-14371	is broken by	HADOOP-11620
HADOOP-14369	is broken by	HDFS-10320
HADOOP-14369	is related to	HADOOP-12173
HADOOP-14368	is broken by	YARN-679
HADOOP-14368	is duplicated by	HDFS-11739
HADOOP-14366	is broken by	HADOOP-14285
HADOOP-14365	is broken by	HDFS-11170
HADOOP-14365	is related to	HDFS-11644
HADOOP-14365	is related to	HADOOP-15229
HADOOP-14365	is related to	HDFS-11651
HADOOP-14364	is blocked by	YETUS-502
HADOOP-14354	is related to	HADOOP-13663
HADOOP-14341	is broken by	HADOOP-12668
HADOOP-14341	is broken by	HADOOP-12886
HADOOP-14336	is related to	HDFS-11783
HADOOP-14336	is related to	HADOOP-14400
HADOOP-14336	is related to	HDFS-11696
HADOOP-14336	is related to	MAPREDUCE-6881
HADOOP-14336	is related to	YARN-6512
HADOOP-14336	is related to	YARN-6513
HADOOP-14336	is related to	YARN-6515
HADOOP-14336	is related to	YARN-6517
HADOOP-14336	is related to	YARN-6518
HADOOP-14336	is related to	YARN-6519
HADOOP-14336	is related to	YARN-6520
HADOOP-14327	is depended upon by	HADOOP-12649
HADOOP-14326	is related to	HADOOP-14510
HADOOP-14325	is depended upon by	HADOOP-14831
HADOOP-14324	is depended upon by	HADOOP-14243
HADOOP-14324	is related to	HADOOP-14507
HADOOP-14321	is depended upon by	HADOOP-14266
HADOOP-14317	is broken by	HADOOP-13597
HADOOP-14316	is related to	HADOOP-14336
HADOOP-14316	is related to	OOZIE-2933
HADOOP-14309	is related to	HADOOP-7961
HADOOP-14309	is related to	HADOOP-9524
HADOOP-14309	is related to	HADOOP-8562
HADOOP-14305	is related to	HADOOP-13075
HADOOP-14305	is related to	HADOOP-14291
HADOOP-14303	is duplicated by	HADOOP-13786
HADOOP-14298	is broken by	HDFS-11596
HADOOP-14297	is related to	HDFS-11510
HADOOP-14293	is broken by	HADOOP-14276
HADOOP-14292	is related to	HADOOP-14304
HADOOP-14288	is broken by	HADOOP-14215
HADOOP-14288	is depended upon by	HADOOP-13998
HADOOP-14287	is broken by	HDFS-11596
HADOOP-14285	is related to	HADOOP-15504
HADOOP-14285	is related to	YARN-6421
HADOOP-14284	is broken by	HADOOP-10101
HADOOP-14284	is related to	HADOOP-14386
HADOOP-14284	is related to	HADOOP-16924
HADOOP-14283	is depended upon by	HADOOP-9991
HADOOP-14283	is depended upon by	HADOOP-13204
HADOOP-14283	is duplicated by	HADOOP-14596
HADOOP-14283	is related to	HADOOP-16055
HADOOP-14280	is broken by	HADOOP-10101
HADOOP-14277	is broken by	HADOOP-13686
HADOOP-14276	is required by	HDFS-11615
HADOOP-14270	is duplicated by	HADOOP-14342
HADOOP-14266	is related to	HADOOP-13926
HADOOP-14262	is duplicated by	HADOOP-14198
HADOOP-14257	is related to	HDFS-11596
HADOOP-14256	is broken by	HADOOP-13324
HADOOP-14255	is duplicated by	HADOOP-13222
HADOOP-14255	is related to	HADOOP-14236
HADOOP-14255	is related to	HADOOP-14594
HADOOP-14251	is broken by	HADOOP-14038
HADOOP-14248	is related to	HADOOP-14301
HADOOP-14245	is related to	HADOOP-14681
HADOOP-14243	is depended upon by	HADOOP-14260
HADOOP-14241	is depended upon by	HADOOP-14243
HADOOP-14241	is depended upon by	HADOOP-14260
HADOOP-14238	is related to	HADOOP-14284
HADOOP-14238	is related to	HADOOP-10101
HADOOP-14237	is related to	HADOOP-14301
HADOOP-14237	is related to	HADOOP-14248
HADOOP-14236	is depended upon by	HADOOP-13998
HADOOP-14235	is duplicated by	SPARK-20061
HADOOP-14235	is related to	HADOOP-14217
HADOOP-14235	is related to	SPARK-28092
HADOOP-14230	is duplicated by	HADOOP-14421
HADOOP-14229	is broken by	HADOOP-12570
HADOOP-14229	is duplicated by	HDFS-12849
HADOOP-14229	is related to	HADOOP-14231
HADOOP-14220	is duplicated by	HADOOP-14007
HADOOP-14220	is related to	HADOOP-14158
HADOOP-14220	is related to	HADOOP-14759
HADOOP-14217	is duplicated by	HADOOP-14829
HADOOP-14217	is duplicated by	HDFS-12373
HADOOP-14217	is related to	HDFS-13
HADOOP-14217	is related to	SPARK-20061
HADOOP-14217	is related to	SPARK-28092
HADOOP-14215	is depended upon by	HADOOP-13998
HADOOP-14214	is related to	FLINK-3466
HADOOP-14210	is duplicated by	HDFS-5713
HADOOP-14207	is blocked by	HADOOP-12916
HADOOP-14205	is broken by	HADOOP-13037
HADOOP-14204	is related to	SPARK-20038
HADOOP-14202	is blocked by	YETUS-498
HADOOP-14200	is broken by	HADOOP-12360
HADOOP-14199	is broken by	HADOOP-13079
HADOOP-14199	is duplicated by	HADOOP-15496
HADOOP-14197	is broken by	HADOOP-13956
HADOOP-14195	is related to	SLIDER-888
HADOOP-14192	is broken by	HADOOP-14170
HADOOP-14191	is broken by	HADOOP-13433
HADOOP-14188	is related to	HADOOP-18277
HADOOP-14185	is depended upon by	HADOOP-14132
HADOOP-14184	is depended upon by	HADOOP-14132
HADOOP-14183	is depended upon by	HADOOP-14132
HADOOP-14180	is depended upon by	HADOOP-14234
HADOOP-14180	is related to	HADOOP-14415
HADOOP-14178	is blocked by	HADOOP-14188
HADOOP-14178	is blocked by	HADOOP-14218
HADOOP-14178	is blocked by	HADOOP-14245
HADOOP-14178	is related to	YARN-10071
HADOOP-14178	is related to	HADOOP-16600
HADOOP-14178	is related to	HDFS-14871
HADOOP-14178	is related to	HADOOP-12427
HADOOP-14172	is related to	HADOOP-14266
HADOOP-14170	is related to	HADOOP-14180
HADOOP-14169	is related to	HADOOP-11812
